1, 1
8, 1
23, 1
37, 1
49, 1
2, 2
9, 2
24, 2
38, 2
50, 2
3, 3
10, 3
25, 3
39, 3
51, 3
4, 4
11, 4
26, 4
40, 4
52, 4
5, 5
12, 5
27, 5
41, 5
53, 5
6, 6
13, 6
28, 6
42, 6
54, 6
7, 7
14, 7
29, 7
43, 7
55, 7
8, 8
15, 8
30, 8
44, 8
56, 8
9, 9
16, 9
31, 9
45, 9
57, 9
1, 10
10, 10
32, 10
46, 10
58, 10
2, 11
11, 11
17, 11
47, 11
59, 11
3, 12
12, 12
18, 12
48, 12
60, 12
4, 13
13, 13
19, 13
33, 13
61, 13
5, 14
14, 14
20, 14
34, 14
62, 14
6, 15
15, 15
21, 15
35, 15
63, 15
7, 16
16, 16
22, 16
36, 16
64, 16
3, 17
17, 17
32, 17
34, 17
50, 17
4, 18
17, 18
18, 18
35, 18
51, 18
5, 19
18, 19
19, 19
36, 19
52, 19
6, 20
19, 20
20, 20
37, 20
53, 20
7, 21
20, 21
21, 21
38, 21
54, 21
8, 22
21, 22
22, 22
39, 22
55, 22
9, 23
22, 23
23, 23
40, 23
56, 23
10, 24
23, 24
24, 24
41, 24
57, 24
11, 25
24, 25
25, 25
42, 25
58, 25
12, 26
25, 26
26, 26
43, 26
59, 26
13, 27
26, 27
27, 27
44, 27
60, 27
14, 28
27, 28
28, 28
45, 28
61, 28
15, 29
28, 29
29, 29
46, 29
62, 29
16, 30
29, 30
30, 30
47, 30
63, 30
1, 31
30, 31
31, 31
48, 31
64, 31
2, 32
31, 32
32, 32
33, 32
49, 32
15, 33
17, 33
33, 33
48, 33
58, 33
16, 34
18, 34
33, 34
34, 34
59, 34
1, 35
19, 35
34, 35
35, 35
60, 35
2, 36
20, 36
35, 36
36, 36
61, 36
3, 37
21, 37
36, 37
37, 37
62, 37
4, 38
22, 38
37, 38
38, 38
63, 38
5, 39
23, 39
38, 39
39, 39
64, 39
6, 40
24, 40
39, 40
40, 40
49, 40
7, 41
25, 41
40, 41
41, 41
50, 41
8, 42
26, 42
41, 42
42, 42
51, 42
9, 43
27, 43
42, 43
43, 43
52, 43
10, 44
28, 44
43, 44
44, 44
53, 44
11, 45
29, 45
44, 45
45, 45
54, 45
12, 46
30, 46
45, 46
46, 46
55, 46
13, 47
31, 47
46, 47
47, 47
56, 47
14, 48
32, 48
47, 48
48, 48
57, 48
7, 49
18, 49
47, 49
49, 49
62, 49
8, 50
19, 50
48, 50
50, 50
63, 50
9, 51
20, 51
33, 51
51, 51
64, 51
10, 52
21, 52
34, 52
49, 52
52, 52
11, 53
22, 53
35, 53
50, 53
53, 53
12, 54
23, 54
36, 54
51, 54
54, 54
13, 55
24, 55
37, 55
52, 55
55, 55
14, 56
25, 56
38, 56
53, 56
56, 56
15, 57
26, 57
39, 57
54, 57
57, 57
16, 58
27, 58
40, 58
55, 58
58, 58
1, 59
28, 59
41, 59
56, 59
59, 59
2, 60
29, 60
42, 60
57, 60
60, 60
3, 61
30, 61
43, 61
58, 61
61, 61
4, 62
31, 62
44, 62
59, 62
62, 62
5, 63
32, 63
45, 63
60, 63
63, 63
6, 64
17, 64
46, 64
61, 64
64, 64
17, 65
44, 65
63, 65
18, 66
45, 66
64, 66
19, 67
46, 67
49, 67
20, 68
47, 68
50, 68
21, 69
48, 69
51, 69
22, 70
33, 70
52, 70
23, 71
34, 71
53, 71
24, 72
35, 72
54, 72
25, 73
36, 73
55, 73
26, 74
37, 74
56, 74
27, 75
38, 75
57, 75
28, 76
39, 76
58, 76
29, 77
40, 77
59, 77
30, 78
41, 78
60, 78
31, 79
42, 79
61, 79
32, 80
43, 80
62, 80
1, 81
33, 81
50, 81
2, 82
34, 82
51, 82
3, 83
35, 83
52, 83
4, 84
36, 84
53, 84
5, 85
37, 85
54, 85
6, 86
38, 86
55, 86
7, 87
39, 87
56, 87
8, 88
40, 88
57, 88
9, 89
41, 89
58, 89
10, 90
42, 90
59, 90
11, 91
43, 91
60, 91
12, 92
44, 92
61, 92
13, 93
45, 93
62, 93
14, 94
46, 94
63, 94
15, 95
47, 95
64, 95
16, 96
48, 96
49, 96
14, 97
17, 97
49, 97
15, 98
18, 98
50, 98
16, 99
19, 99
51, 99
1, 100
20, 100
52, 100
2, 101
21, 101
53, 101
3, 102
22, 102
54, 102
4, 103
23, 103
55, 103
5, 104
24, 104
56, 104
6, 105
25, 105
57, 105
7, 106
26, 106
58, 106
8, 107
27, 107
59, 107
9, 108
28, 108
60, 108
10, 109
29, 109
61, 109
11, 110
30, 110
62, 110
12, 111
31, 111
63, 111
13, 112
32, 112
64, 112
1, 113
24, 113
36, 113
2, 114
25, 114
37, 114
3, 115
26, 115
38, 115
4, 116
27, 116
39, 116
5, 117
28, 117
40, 117
6, 118
29, 118
41, 118
7, 119
30, 119
42, 119
8, 120
31, 120
43, 120
9, 121
32, 121
44, 121
10, 122
17, 122
45, 122
11, 123
18, 123
46, 123
12, 124
19, 124
47, 124
13, 125
20, 125
48, 125
14, 126
21, 126
33, 126
15, 127
22, 127
34, 127
16, 128
23, 128
35, 128
